CapInScen,MidLLapse,WindAloft,LowLLapse,ScenRelAMCIN,CombMoisture,MeanRH,SynForcng,AMInstabMt,ScenRelAMIns,MorningCIN,SubjVertMo,QGVertMotion,OutflowFrMt,CombClouds,SatContMoist,AreaMoDryAir,AMInsWliScen,IRCloudCover,CldShadeConv,LIfr12ZDENSd,ScnRelPlFcst,CurPropConv,N0_7muVerMo,TempDis,Scenario,MvmtFeatures,InsChange,LLIW,Boundaries,LoLevMoistAd,AreaMeso_ALS,WndHodograph,LatestCIN,MountainFcst,Date,RHRatio,VISCloudCov,ScenRel3_4,N34StarFcst,CapChange,WindFieldMt,InsInMt,InsSclInScen,CompPlFcst,CldShadeOth,RaoContMoist,MorningBound,R5Fcst,Dewpoints,CombVerMo,AMDewptCalPl,SfcWndShfDis,AMCINInScen,WindFieldPln,PlainsFcst
LessThanAve,Steep,AllElse,Steep,CThruK,Dry,Dry,SigNegative,,CDEJ,PartInhibit,Neutral,Down,,Clear,Neutral,Dry,Average,PC,,N1GtLIGt_4,D,Strong,Neutral,,D,OtherRapid,Increasing,Strong,,StrongPos,Down,Westerly,,XNIL,May15_Jun14,MoistMDryL,Clear,D,SVR,LittleChange,LVorOther,,Average,LittleChange,Clear,Dry,,SVR,LowEvrywhere,Down,Stability,DryLine,LessThanAve,SEQuad,SVR
Average,ModerateOrLe,AllElse,Steep,CThruK,Neutral,VeryMoist,LittleChange,,F,PartInhibit,StronUp,Neutral,,Clear,Neutral,Neutral,LessUnstable,Clear,,N5GtLIGt_8,F,,StrongUp,,F,NoMajor,Decreasing,Unfavorable,,Negative,StrongUp,Westerly,PartInhibit,XNIL,Jul16_Aug10,Other,Clear,ACEFK,XNIL,Decreasing,LVorOther,,LessUnstable,DecCapIncIns,Clear,Neutral,,XNIL,HighEvrywher,StrongUp,Stability,,Average,LV,XNIL
Average,ModerateOrLe,NWQuad,ModerateOrLe,CThruK,Wet,Dry,PosToNeg,Weak,K,,Down,Down,Strong,PC,Neutral,Dry,MoreUnstable,Cloudy,,N5GtLIGt_8,K,Slight,Down,,K,OtherRapid,Increasing,Strong,Strong,StrongPos,Down,StrongWest,PartInhibit,XNIL,Aug20_Sep15,Other,Clear,ACEFK,XNIL,Increasing,Westerly,Weak,MoreUnstable,IncCapDecIns,PC,Neutral,Strong,XNIL,Other,Down,Instability,MovingFtorOt,LessThanAve,LongAnticyc,XNIL
Average,CloseToDryAd,SWQuad,Steep,CThruK,Wet,Average,PosToNeg,Weak,K,PartInhibit,Down,StrongUp,Weak,PC,Neutral,Neutral,Average,PC,Some,N1GtLIGt_4,K,Slight,StrongUp,,K,StrongFront,Decreasing,Moderate,,Neutral,WeakUp,StrongWest,PartInhibit,SIG,May15_Jun14,MoistMDryL,PC,ACEFK,XNIL,Increasing,LVorOther,Strong,Average,IncCapDecIns,PC,VeryWet,,SIG,HighEvrywher,WeakUp,Neutral,DryLine,LessThanAve,WidespdDnsl,XNIL
LessThanAve,Steep,NWQuad,ModerateOrLe,AB,Neutral,Average,SigNegative,Weak,ABI,,Neutral,Neutral,Weak,Clear,Dry,Wet,MoreUnstable,Clear,Marked,N5GtLIGt_8,B,,WeakUp,,B,NoMajor,LittleChange,Weak,Weak,Negative,WeakUp,DCVZFavor,Stifling,SIG,Aug11_Aug20,MoistMDryL,PC,B,XNIL,Decreasing,LVorOther,Strong,MoreUnstable,DecCapIncIns,Clear,Wet,Weak,SIG,LowSHighN,WeakUp,Instability,DenvCyclone,LessThanAve,DenvCyclone,XNIL
Average,Steep,AllElse,Steep,CThruK,Wet,Dry,SigNegative,,K,PartInhibit,Neutral,Neutral,Strong,Clear,VeryWet,Wet,Average,Clear,Some,N5GtLIGt_8,K,Strong,Down,QStationary,K,MarkedUpper,Increasing,Moderate,Weak,WeakPos,Neutral,Westerly,PartInhibit,SIG,Jul16_Aug10,DryMMoistL,Clear,ACEFK,XNIL,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Clear,Wet,,SIG,LowEvrywhere,Neutral,Instability,DryLine,LessThanAve,WidespdDnsl,XNIL
Average,ModerateOrLe,AllElse,Steep,CThruK,Wet,VeryMoist,LittleChange,,K,Stifling,Neutral,Down,Strong,PC,Wet,Neutral,Average,Cloudy,Marked,N1GtLIGt_4,K,Moderate,WeakUp,QStationary,K,MarkedUpper,Decreasing,Weak,Strong,Negative,Down,Westerly,,XNIL,Aug11_Aug20,Other,Clear,ACEFK,XNIL,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Clear,Dry,,XNIL,Other,Down,Stability,Other,Average,WidespdDnsl,XNIL
LessThanAve,CloseToDryAd,SWQuad,Steep,CThruK,Dry,Average,NegToPos,Strong,CDEJ,PartInhibit,Down,Neutral,Strong,Clear,Dry,Neutral,Average,Clear,Marked,N5GtLIGt_8,D,Moderate,Neutral,Moving,D,MarkedUpper,Decreasing,Strong,Weak,Negative,Neutral,StrongWest,,SVR,Jul16_Aug10,DryMMoistL,Clear,D,XNIL,Decreasing,Westerly,Strong,LessUnstable,DecCapIncIns,Clear,VeryWet,,SVR,HighEvrywher,Neutral,Stability,DenvCyclone,Average,LongAnticyc,XNIL
MoreThanAve,Steep,LV,CloseToDryAd,CThruK,Dry,Average,NegToPos,Weak,CDEJ,Stifling,Neutral,Neutral,Weak,PC,Wet,Neutral,Average,PC,Some,N5GtLIGt_8,C,Strong,Down,QStationary,C,StrongFront,Increasing,Strong,Weak,WeakPos,Neutral,DCVZFavor,PartInhibit,SIG,Jul16_Aug10,DryMMoistL,PC,ACEFK,SVR,Increasing,Westerly,Weak,MoreUnstable,IncCapDecIns,PC,Neutral,Weak,SVR,LowMtsHighPl,Neutral,Stability,E_W_S,Average,LongAnticyc,SVR
LessThanAve,ModerateOrLe,AllElse,ModerateOrLe,AB,Dry,Average,PosToNeg,,ABI,PartInhibit,Neutral,Neutral,,Cloudy,Neutral,Neutral,LessUnstable,Cloudy,,LIGt0,B,Slight,StrongUp,QStationary,B,MarkedUpper,Decreasing,Weak,,Negative,StrongUp,Other,,XNIL,Jul16_Aug10,MoistMDryL,Cloudy,B,XNIL,Decreasing,Westerly,,LessUnstable,DecCapIncIns,Cloudy,Neutral,Weak,XNIL,HighEvrywher,StrongUp,Stability,DenvCyclone,Average,E_NE,XNIL
MoreThanAve,CloseToDryAd,AllElse,CloseToDryAd,CThruK,Wet,Dry,PosToNeg,,G,Stifling,Neutral,Neutral,,PC,VeryWet,Wet,MoreUnstable,PC,,N1GtLIGt_4,G,,Neutral,Other,G,MarkedUpper,Increasing,Weak,,WeakPos,Neutral,StrongWest,PartInhibit,XNIL,Jun15_Jul1,Other,PC,GJ,XNIL,LittleChange,Westerly,,MoreUnstable,LittleChange,Clear,Neutral,Strong,XNIL,LowEvrywhere,Neutral,Stability,DryLine,MoreThanAve,WidespdDnsl,XNIL
Average,ModerateOrLe,AllElse,CloseToDryAd,CThruK,Wet,Average,SigNegative,Weak,CDEJ,,WeakUp,StrongUp,Weak,PC,Dry,VeryWet,Average,PC,Some,N5GtLIGt_8,E,Slight,StrongUp,,E,NoMajor,Increasing,Moderate,Weak,StrongPos,StrongUp,StrongWest,Stifling,SVR,Jul2_Jul15,MoistMDryL,PC,ACEFK,SVR,Increasing,Westerly,Weak,MoreUnstable,IncCapDecIns,PC,Neutral,Weak,SVR,LowSHighN,StrongUp,Neutral,,LessThanAve,SEQuad,SVR
MoreThanAve,CloseToDryAd,NWQuad,Steep,CThruK,Neutral,Dry,SigNegative,Strong,G,,Down,Neutral,Strong,Clear,Dry,Neutral,MoreUnstable,Clear,Marked,N5GtLIGt_8,G,Moderate,StrongUp,,G,NoMajor,LittleChange,Strong,Strong,WeakPos,Neutral,StrongWest,PartInhibit,SVR,May15_Jun14,MoistMDryL,PC,GJ,SIG,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Clear,VeryWet,Weak,SVR,LowSHighN,Neutral,Instability,,LessThanAve,LV,SIG
Average,ModerateOrLe,AllElse,Steep,CThruK,Wet,Average,LittleChange,,CDEJ,Stifling,WeakUp,Neutral,,PC,Neutral,Wet,MoreUnstable,PC,,N1GtLIGt_4,E,,Neutral,,E,NoMajor,Decreasing,Weak,Weak,Negative,WeakUp,Westerly,PartInhibit,XNIL,Jul2_Jul15,Other,PC,ACEFK,SIG,Decreasing,Westerly,,MoreUnstable,DecCapIncIns,PC,Wet,Weak,SIG,LowAtStation,WeakUp,Instability,Other,MoreThanAve,WidespdDnsl,SIG
LessThanAve,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,VeryWet,VeryMoist,SigPositive,Strong,CDEJ,PartInhibit,Neutral,Neutral,Weak,Clear,Wet,Neutral,LessUnstable,Clear,Marked,N1GtLIGt_4,C,,Down,Other,C,MarkedUpper,Increasing,Unfavorable,Strong,StrongPos,Down,DCVZFavor,Stifling,SIG,May15_Jun14,Other,Clear,ACEFK,XNIL,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,Clear,Wet,Weak,SIG,LowEvrywhere,Down,Instability,DryLine,LessThanAve,LongAnticyc,XNIL
LessThanAve,ModerateOrLe,AllElse,ModerateOrLe,CThruK,Neutral,Dry,SigNegative,,H,,Neutral,StrongUp,,Clear,VeryWet,Dry,LessUnstable,PC,,N1GtLIGt_4,H,Slight,StrongUp,,H,MarkedUpper,LittleChange,Weak,Weak,WeakPos,Neutral,Other,,XNIL,Jul2_Jul15,DryMMoistL,Clear,HI,XNIL,Decreasing,Westerly,,LessUnstable,DecCapIncIns,Clear,Dry,Weak,XNIL,LowMtsHighPl,Neutral,Stability,E_W_N,LessThanAve,E_NE,XNIL
LessThanAve,Steep,LV,Steep,CThruK,Dry,Dry,LittleChange,Weak,CDEJ,,WeakUp,Down,Weak,Cloudy,Wet,Dry,LessUnstable,Cloudy,Marked,N1GtLIGt_4,J,,StrongUp,Other,J,NoMajor,Increasing,Unfavorable,,WeakPos,WeakUp,DCVZFavor,PartInhibit,SVR,Jul2_Jul15,MoistMDryL,PC,GJ,XNIL,Increasing,LVorOther,Strong,Average,IncCapDecIns,Cloudy,Neutral,Weak,SVR,LowAtStation,WeakUp,Stability,,LessThanAve,SEQuad,XNIL
MoreThanAve,Steep,SWQuad,Steep,CThruK,Neutral,Dry,LittleChange,Strong,K,Stifling,Neutral,Neutral,Weak,Clear,Neutral,Wet,MoreUnstable,PC,Some,N1GtLIGt_4,K,Moderate,WeakUp,Moving,K,MarkedUpper,LittleChange,Moderate,,Neutral,WeakUp,DCVZFavor,PartInhibit,XNIL,May15_Jun14,DryMMoistL,Clear,ACEFK,SIG,LittleChange,LVorOther,Strong,MoreUnstable,LittleChange,Clear,Neutral,,SIG,LowNHighS,WeakUp,Instability,,MoreThanAve,LV,SIG
Average,Steep,AllElse,Steep,CThruK,Neutral,Average,SigPositive,Strong,CDEJ,PartInhibit,Neutral,Down,Strong,Cloudy,Dry,Neutral,LessUnstable,Cloudy,Some,N1GtLIGt_4,C,,WeakUp,QStationary,C,StrongFront,LittleChange,Unfavorable,Weak,Negative,Neutral,DCVZFavor,PartInhibit,SIG,Aug20_Sep15,Other,PC,ACEFK,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,PC,Dry,Weak,SIG,LowEvrywhere,Neutral,Stability,E_W_S,Average,LongAnticyc,XNIL
Average,CloseToDryAd,NWQuad,Steep,AB,Dry,Dry,LittleChange,Strong,ABI,PartInhibit,Neutral,Neutral,,Cloudy,Neutral,Neutral,Average,Cloudy,Some,N1GtLIGt_4,B,Slight,Down,Other,B,NoMajor,LittleChange,Moderate,,Neutral,Neutral,StrongWest,PartInhibit,SIG,Jul16_Aug10,Other,PC,B,SIG,Increasing,LVorOther,Weak,Average,IncCapDecIns,Cloudy,Neutral,,SIG,HighEvrywher,Neutral,Neutral,DenvCyclone,Average,E_NE,SIG
MoreThanAve,ModerateOrLe,AllElse,CloseToDryAd,CThruK,VeryWet,Dry,LittleChange,Strong,CDEJ,PartInhibit,Neutral,Neutral,Strong,PC,VeryWet,Wet,Average,PC,,N1GtLIGt_4,E,,Down,,E,NoMajor,LittleChange,Moderate,Strong,Negative,Down,Westerly,TotalInhibit,SVR,Jul2_Jul15,Other,PC,ACEFK,XNIL,Increasing,Westerly,Strong,Average,IncCapDecIns,Clear,Wet,,SVR,LowSHighN,Down,Neutral,,Average,LV,XNIL
Average,Steep,NWQuad,Steep,CThruK,Dry,Average,NegToPos,,CDEJ,PartInhibit,StronUp,Neutral,,PC,Neutral,Neutral,Average,PC,,N5GtLIGt_8,C,,Neutral,Other,C,MarkedUpper,LittleChange,Unfavorable,,WeakPos,WeakUp,StrongWest,,XNIL,May15_Jun14,MoistMDryL,Clear,ACEFK,SIG,Decreasing,LVorOther,Weak,MoreUnstable,DecCapIncIns,PC,Dry,Weak,SIG,LowNHighS,WeakUp,Stability,E_W_N,Average,LongAnticyc,SIG
MoreThanAve,CloseToDryAd,SWQuad,Steep,CThruK,VeryWet,Dry,LittleChange,Strong,G,TotalInhibit,Neutral,Down,Weak,Clear,Dry,VeryWet,MoreUnstable,Clear,Marked,LIGt0,G,Moderate,Down,,G,NoMajor,Increasing,Weak,Weak,WeakPos,Down,DCVZFavor,,SVR,May15_Jun14,MoistMDryL,Clear,GJ,SIG,LittleChange,LVorOther,Strong,MoreUnstable,LittleChange,Clear,Neutral,Weak,SVR,LowAtStation,Down,Instability,E_W_N,MoreThanAve,LongAnticyc,SIG
MoreThanAve,ModerateOrLe,LV,Steep,CThruK,Wet,Dry,LittleChange,Weak,CDEJ,PartInhibit,Neutral,StrongUp,Strong,PC,VeryWet,Wet,MoreUnstable,PC,Marked,N5GtLIGt_8,J,Moderate,WeakUp,,J,NoMajor,Decreasing,Moderate,Strong,Negative,WeakUp,StrongWest,,XNIL,Aug20_Sep15,DryMMoistL,Clear,GJ,SIG,Increasing,LVorOther,Strong,Average,IncCapDecIns,PC,Dry,,SIG,LowAtStation,WeakUp,Stability,DryLine,Average,LongAnticyc,XNIL
LessThanAve,ModerateOrLe,LV,Steep,CThruK,Neutral,Average,SigNegative,,ABI,,Down,Neutral,,Clear,Wet,Wet,MoreUnstable,Clear,,N1GtLIGt_4,I,Moderate,StrongUp,Moving,I,NoMajor,Increasing,Moderate,Weak,StrongPos,Neutral,Other,,XNIL,Jul16_Aug10,Other,Clear,HI,SIG,LittleChange,LVorOther,,MoreUnstable,LittleChange,Clear,Neutral,Weak,SIG,LowSHighN,Neutral,Neutral,E_W_S,LessThanAve,LV,SVR
MoreThanAve,Steep,SWQuad,ModerateOrLe,AB,Wet,Average,SigNegative,Weak,ABI,PartInhibit,Neutral,Down,Weak,Clear,Dry,Neutral,LessUnstable,PC,Some,N5GtLIGt_8,A,Moderate,StrongUp,Other,A,StrongFront,LittleChange,Moderate,Weak,Neutral,Down,DCVZFavor,PartInhibit,XNIL,May15_Jun14,DryMMoistL,Clear,ACEFK,SVR,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,Clear,VeryWet,,SVR,Other,Down,Stability,DenvCyclone,Average,DenvCyclone,SVR
Average,ModerateOrLe,AllElse,Stable,CThruK,Wet,Dry,SigPositive,Weak,K,PartInhibit,Neutral,Down,Weak,Clear,Dry,Neutral,MoreUnstable,Clear,Some,N1GtLIGt_4,K,Moderate,WeakUp,QStationary,K,OtherRapid,Decreasing,Weak,Strong,Negative,Neutral,Other,PartInhibit,SIG,May15_Jun14,Other,Clear,ACEFK,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Dry,Strong,SIG,LowNHighS,Neutral,Neutral,MovingFtorOt,Average,WidespdDnsl,XNIL
LessThanAve,ModerateOrLe,NWQuad,Stable,CThruK,Dry,Dry,SigPositive,,CDEJ,,Neutral,Down,,PC,Neutral,Dry,LessUnstable,Clear,,N1GtLIGt_4,C,,Neutral,Other,C,MarkedUpper,Increasing,Unfavorable,Weak,WeakPos,Neutral,StrongWest,,XNIL,Jul2_Jul15,Other,PC,ACEFK,XNIL,Increasing,Westerly,,Average,IncCapDecIns,PC,VeryWet,Weak,XNIL,LowEvrywhere,Neutral,Stability,E_W_N,LessThanAve,LongAnticyc,XNIL
Average,ModerateOrLe,LV,ModerateOrLe,CThruK,Neutral,VeryMoist,LittleChange,Weak,F,PartInhibit,WeakUp,Neutral,,Clear,Neutral,Wet,MoreUnstable,Cloudy,Some,N5GtLIGt_8,F,Slight,StrongUp,,F,MarkedUpper,Decreasing,Moderate,Weak,Negative,WeakUp,DCVZFavor,PartInhibit,SIG,Jul16_Aug10,Other,Cloudy,ACEFK,XNIL,LittleChange,LVorOther,Weak,MoreUnstable,LittleChange,PC,Dry,Weak,SIG,HighEvrywher,WeakUp,Instability,Other,Average,LV,XNIL
Average,ModerateOrLe,AllElse,Stable,CThruK,VeryWet,Dry,NegToPos,,K,,WeakUp,Neutral,,Clear,Neutral,Wet,Average,Clear,,N1GtLIGt_4,K,Slight,Neutral,,K,MarkedUpper,LittleChange,Weak,Weak,Neutral,Neutral,DCVZFavor,,XNIL,Aug20_Sep15,Other,Clear,ACEFK,XNIL,Increasing,Westerly,,Average,IncCapDecIns,Clear,Wet,Strong,XNIL,Other,Neutral,Stability,MovingFtorOt,LessThanAve,SEQuad,XNIL
MoreThanAve,CloseToDryAd,NWQuad,Steep,CThruK,Neutral,Dry,NegToPos,,G,TotalInhibit,Down,Neutral,Weak,PC,Neutral,Dry,Average,PC,Some,N5GtLIGt_8,G,Slight,Down,,G,MarkedUpper,LittleChange,Strong,Weak,WeakPos,Down,StrongWest,PartInhibit,XNIL,Jul16_Aug10,MoistMDryL,Cloudy,GJ,XNIL,LittleChange,LVorOther,Weak,Average,LittleChange,PC,Neutral,Weak,XNIL,LowAtStation,Down,Instability,Other,MoreThanAve,LongAnticyc,XNIL
MoreThanAve,ModerateOrLe,AllElse,Steep,CThruK,Wet,VeryMoist,PosToNeg,Weak,K,Stifling,Down,Neutral,Strong,Clear,Neutral,Neutral,MoreUnstable,PC,Marked,N5GtLIGt_8,K,Slight,WeakUp,Other,K,NoMajor,LittleChange,Moderate,Strong,Negative,Down,DCVZFavor,,SIG,Aug20_Sep15,Other,Clear,ACEFK,XNIL,LittleChange,LVorOther,Strong,MoreUnstable,LittleChange,Clear,Neutral,Weak,SIG,HighEvrywher,Down,Stability,DryLine,MoreThanAve,SEQuad,XNIL
LessThanAve,Steep,LV,Steep,CThruK,Wet,Dry,PosToNeg,,CDEJ,,Neutral,Neutral,,Cloudy,Dry,Neutral,LessUnstable,Cloudy,,N1GtLIGt_4,J,,Down,,J,NoMajor,Increasing,Moderate,Weak,WeakPos,Down,Other,PartInhibit,XNIL,Jul16_Aug10,Other,Cloudy,GJ,SIG,Increasing,LVorOther,,MoreUnstable,IncCapDecIns,Cloudy,Wet,Weak,SIG,LowAtStation,Down,Instability,DryLine,LessThanAve,LV,XNIL
Average,CloseToDryAd,SWQuad,Steep,CThruK,Neutral,VeryMoist,NegToPos,,CDEJ,PartInhibit,Neutral,Neutral,,PC,Neutral,Wet,MoreUnstable,Cloudy,,N5GtLIGt_8,D,Strong,Neutral,,D,OtherRapid,Decreasing,Strong,,Negative,Neutral,DCVZFavor,,XNIL,Jul2_Jul15,MoistMDryL,Clear,D,XNIL,Increasing,Westerly,,LessUnstable,IncCapDecIns,PC,Dry,,XNIL,LowAtStation,Neutral,Stability,DenvCyclone,Average,WidespdDnsl,XNIL
MoreThanAve,ModerateOrLe,NWQuad,CloseToDryAd,CThruK,Neutral,Average,NegToPos,Weak,CDEJ,PartInhibit,Neutral,StrongUp,,Clear,Neutral,Neutral,MoreUnstable,PC,Some,N1GtLIGt_4,E,Moderate,WeakUp,,E,NoMajor,Decreasing,Moderate,Weak,WeakPos,WeakUp,Westerly,PartInhibit,SIG,Jul2_Jul15,MoistMDryL,Clear,ACEFK,SIG,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,PC,Neutral,Strong,SIG,LowMtsHighPl,WeakUp,Stability,DryLine,Average,DenvCyclone,SIG
MoreThanAve,CloseToDryAd,LV,Steep,CThruK,Wet,Dry,LittleChange,Weak,CDEJ,Stifling,StronUp,Neutral,Weak,Clear,VeryWet,Neutral,LessUnstable,PC,Marked,N1GtLIGt_4,J,Slight,StrongUp,Moving,J,NoMajor,Increasing,Moderate,Strong,StrongPos,StrongUp,DCVZFavor,PartInhibit,SIG,Jun15_Jul1,DryMMoistL,Clear,GJ,XNIL,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,Clear,Neutral,Weak,SIG,Other,StrongUp,Stability,E_W_N,MoreThanAve,SEQuad,XNIL
Average,ModerateOrLe,AllElse,Steep,CThruK,Neutral,Average,LittleChange,Strong,CDEJ,,WeakUp,Down,Weak,PC,Dry,Wet,Average,Clear,Marked,N1GtLIGt_4,E,Strong,StrongUp,,E,OtherRapid,LittleChange,Weak,Weak,Negative,Neutral,DCVZFavor,PartInhibit,SIG,Jul16_Aug10,MoistMDryL,Clear,ACEFK,SVR,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,PC,Neutral,,SVR,LowAtStation,Neutral,Instability,E_W_N,Average,LV,SVR
LessThanAve,Steep,NWQuad,Stable,AB,Neutral,VeryMoist,LittleChange,Weak,ABI,,Neutral,StrongUp,Weak,Cloudy,Neutral,Wet,Average,PC,Marked,N5GtLIGt_8,B,Slight,WeakUp,Moving,B,NoMajor,Increasing,Weak,Weak,Negative,WeakUp,DCVZFavor,,SIG,Jun15_Jul1,Other,Cloudy,B,XNIL,Increasing,LVorOther,Strong,Average,IncCapDecIns,Cloudy,Neutral,,SIG,LowSHighN,WeakUp,Stability,DryLine,LessThanAve,E_NE,XNIL
LessThanAve,Steep,SWQuad,ModerateOrLe,AB,VeryWet,VeryMoist,LittleChange,Weak,ABI,PartInhibit,Neutral,WeakUp,Strong,Clear,VeryWet,Wet,MoreUnstable,PC,Marked,N5GtLIGt_8,A,Strong,StrongUp,Other,A,MarkedUpper,Increasing,Strong,Weak,WeakPos,WeakUp,DCVZFavor,,SVR,May15_Jun14,DryMMoistL,Clear,ACEFK,XNIL,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,PC,VeryWet,,SVR,LowEvrywhere,WeakUp,Instability,,LessThanAve,E_NE,XNIL
LessThanAve,Steep,NWQuad,CloseToDryAd,CThruK,Dry,Dry,SigPositive,Weak,ABI,,Down,Down,Strong,Clear,Neutral,Dry,Average,PC,Marked,N5GtLIGt_8,I,Strong,Neutral,QStationary,I,OtherRapid,LittleChange,Moderate,Weak,Neutral,Down,StrongWest,,SIG,Aug20_Sep15,DryMMoistL,PC,HI,XNIL,Increasing,LVorOther,Strong,Average,IncCapDecIns,Clear,Dry,Weak,SIG,LowSHighN,Down,Neutral,MovingFtorOt,LessThanAve,SEQuad,XNIL
LessThanAve,Steep,SWQuad,CloseToDryAd,CThruK,Neutral,Average,LittleChange,,CDEJ,PartInhibit,StronUp,Neutral,,PC,Neutral,Wet,LessUnstable,Clear,,N5GtLIGt_8,E,,Neutral,,E,OtherRapid,Decreasing,Moderate,,Negative,WeakUp,Other,PartInhibit,XNIL,Aug20_Sep15,MoistMDryL,PC,ACEFK,SIG,LittleChange,Westerly,,LessUnstable,LittleChange,PC,Neutral,Weak,SIG,LowNHighS,WeakUp,Stability,,LessThanAve,LV,SIG
Average,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,VeryWet,Dry,SigNegative,,G,Stifling,StronUp,StrongUp,,PC,Dry,Wet,Average,Clear,,N5GtLIGt_8,G,,Neutral,,G,NoMajor,LittleChange,Weak,,Neutral,Neutral,Other,,XNIL,May15_Jun14,MoistMDryL,PC,GJ,XNIL,Increasing,Westerly,,Average,IncCapDecIns,PC,Neutral,Weak,XNIL,LowEvrywhere,Neutral,Stability,E_W_N,Average,LongAnticyc,XNIL
Average,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,VeryWet,Average,SigNegative,,CDEJ,PartInhibit,StronUp,Neutral,,Clear,Wet,Wet,Average,PC,,LIGt0,D,Slight,Neutral,Other,D,OtherRapid,LittleChange,Strong,,Neutral,Neutral,DCVZFavor,Stifling,XNIL,Aug20_Sep15,Other,Clear,D,XNIL,LittleChange,Westerly,,Average,LittleChange,PC,VeryWet,Weak,XNIL,LowNHighS,Neutral,Instability,,Average,LV,XNIL
LessThanAve,ModerateOrLe,SWQuad,Stable,CThruK,Neutral,Average,LittleChange,Weak,CDEJ,Stifling,Down,Down,,PC,Neutral,Neutral,LessUnstable,Cloudy,,N1GtLIGt_4,E,Moderate,StrongUp,Other,E,NoMajor,Decreasing,Moderate,,Negative,Down,Other,PartInhibit,XNIL,Jun15_Jul1,MoistMDryL,Clear,ACEFK,XNIL,Decreasing,Westerly,Weak,LessUnstable,DecCapIncIns,PC,Wet,,XNIL,Other,Down,Neutral,DryLine,MoreThanAve,WidespdDnsl,XNIL
LessThanAve,ModerateOrLe,SWQuad,CloseToDryAd,CThruK,Dry,Average,PosToNeg,,CDEJ,TotalInhibit,StronUp,Neutral,,PC,Wet,Dry,MoreUnstable,PC,,N5GtLIGt_8,E,Moderate,Down,,E,OtherRapid,Decreasing,Moderate,Weak,Negative,WeakUp,DCVZFavor,,XNIL,Aug20_Sep15,MoistMDryL,PC,ACEFK,XNIL,Decreasing,Westerly,,Average,DecCapIncIns,PC,Wet,,XNIL,LowNHighS,WeakUp,Instability,DryLine,MoreThanAve,SEQuad,XNIL
LessThanAve,Steep,SWQuad,ModerateOrLe,CThruK,Neutral,Average,SigPositive,,CDEJ,PartInhibit,Neutral,StrongUp,,Clear,Neutral,Wet,Average,PC,,N1GtLIGt_4,E,Moderate,Down,,E,OtherRapid,Decreasing,Moderate,,Negative,WeakUp,Other,,XNIL,Aug20_Sep15,MoistMDryL,Clear,ACEFK,XNIL,LittleChange,Westerly,Weak,LessUnstable,LittleChange,PC,Wet,,XNIL,Other,WeakUp,Stability,DryLine,LessThanAve,WidespdDnsl,XNIL
MoreThanAve,Steep,LV,ModerateOrLe,CThruK,Dry,Dry,LittleChange,Strong,CDEJ,PartInhibit,Down,Neutral,Weak,PC,Dry,Neutral,MoreUnstable,Clear,Marked,N5GtLIGt_8,J,Strong,WeakUp,,J,NoMajor,Increasing,Moderate,Weak,StrongPos,Neutral,StrongWest,,XNIL,Aug20_Sep15,DryMMoistL,PC,GJ,SVR,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,Clear,Dry,Weak,SVR,LowAtStation,Neutral,Instability,E_W_N,Average,LV,SVR
LessThanAve,Steep,SWQuad,ModerateOrLe,CThruK,Neutral,Average,SigNegative,,ABI,,Neutral,Neutral,,Clear,Neutral,Neutral,MoreUnstable,PC,Some,N1GtLIGt_4,I,,WeakUp,QStationary,I,NoMajor,Decreasing,Unfavorable,,Neutral,Neutral,DCVZFavor,,XNIL,Jul16_Aug10,DryMMoistL,PC,HI,XNIL,Decreasing,Westerly,Weak,Average,DecCapIncIns,Clear,VeryWet,,XNIL,LowSHighN,Neutral,Neutral,MovingFtorOt,LessThanAve,LV,XNIL
LessThanAve,ModerateOrLe,SWQuad,ModerateOrLe,CThruK,Neutral,Average,LittleChange,Strong,CDEJ,,StronUp,Neutral,Strong,Clear,Neutral,Neutral,LessUnstable,PC,,LIGt0,E,Moderate,Down,,E,OtherRapid,LittleChange,Strong,Strong,Negative,Neutral,Westerly,PartInhibit,SIG,Jul16_Aug10,DryMMoistL,PC,ACEFK,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Neutral,Weak,SIG,LowNHighS,Neutral,Neutral,,LessThanAve,LV,XNIL
